City,State,MGrid,Zip,Lat/Long
"""AKIACHAK",AK,AP90gu,99551,"60.87  -161.42"""
"""AKIAK",AK,AP90iv,99552,"60.9  -161.29"""
"""AKUTAN",AK,AO74bd,99553,"54.13  -165.88"""
"""ALAKANUK",AK,AP72tk,99554,"62.44  -164.38"""
"""ALEKNAGIK",AK,BO09qf,99555,"59.24  -158.62"""
"""ALLAKAKET",AK,BP36mn,99720,"66.57  -152.95"""
"""AMBLER",AK,BP17bb,99786,"67.08  -157.9"""
"""ANAKTUVUK PASS",AK,BP48dd,99721,"68.15  -151.71"""
"""ANAKTUVUK",AK,BP48dd,99721,"68.15  -151.71"""
"""ANCHORAGE",AK,BP51bf,99501,"61.22  -149.85"""
"""ANCHORAGE",AK,BP51ad,99502,"61.16  -149.99"""
"""ANCHORAGE",AK,BP51be,99503,"61.18  -149.88"""
"""ANCHORAGE",AK,BP51ee,99504,"61.17  -149.63"""
"""JBER",AK,BP51eh,99505,"61.31  -149.65"""
"""ANCHORAGE",AK,BP51eh,99505,"61.31  -149.65"""
"""FORT RICHARDSON",AK,BP51eh,99505,"61.31  -149.65"""
"""FT RICHARDSON",AK,BP51eh,99505,"61.31  -149.65"""
"""ANCH",AK,BP51eh,99505,"61.31  -149.65"""
"""JBER",AK,BP51cg,99506,"61.27  -149.79"""
"""ANCHORAGE",AK,BP51cg,99506,"61.27  -149.79"""
"""ELMENDORF AFB",AK,BP51cg,99506,"61.27  -149.79"""
"""ANCHORAGE",AK,BP51cd,99507,"61.14  -149.76"""
"""ANCHORAGE",AK,BP51ce,99508,"61.2  -149.82"""
"""ANCHORAGE",AK,BP51be,99509,"61.17  -149.88"""
"""ANCHORAGE",AK,BP51bf,99510,"61.22  -149.88"""
"""ANCHORAGE",AK,BP51bc,99511,"61.11  -149.86"""
"""ANCHORAGE",AK,BP51bf,99513,"61.21  -149.88"""
"""ANCHORAGE",AK,BP51ce,99514,"61.2  -149.82"""
"""ANCHORAGE",AK,BP51bc,99515,"61.11  -149.9"""
"""ANCHORAGE",AK,BP51db,99516,"61.08  -149.7"""
"""ANCHORAGE",AK,BP51ae,99517,"61.19  -149.94"""
"""ANCHORAGE",AK,BP51bd,99518,"61.15  -149.88"""
"""ANCHORAGE",AK,BP51ae,99519,"61.19  -149.98"""
"""ANCHORAGE",AK,BP51bf,99520,"61.21  -149.86"""
"""ANCHORAGE",AK,BP51de,99521,"61.2  -149.74"""
"""ANCHORAGE",AK,BP51ad,99522,"61.15  -149.92"""
"""ANCHORAGE",AK,BP51cd,99523,"61.16  -149.83"""
"""ANCHORAGE",AK,BP51be,99524,"61.18  -149.89"""
"""ANCHORAGE",AK,BP51ae,99529,"61.18  -149.98"""
"""ANCHORAGE",AK,BP51ag,99530,"61.26  -149.97"""
"""INDIAN",AK,BP51ga,99540,"61  -149.43"""
"""ANCHORAGE",AK,BP51ga,99540,"61  -149.43"""
"""ANCHORAGE",AK,BP51bf,99599,"61.21  -149.86"""
"""ANCHORAGE",AK,BP41qk,99695,"61.45  -150.63"""
"""ANCHOR POINT",AK,BO49et,99556,"59.82  -151.59"""
"""NIKOLAEVSK",AK,BO49et,99556,"59.82  -151.59"""
"""ANGOON",AK,CO27sk,99820,"57.44  -134.48"""
"""ANIAK",AK,BP01qe,99557,"61.2  -158.6"""
"""CHUATHBALUK",AK,BP01qe,99557,"61.2  -158.6"""
"""STONY RIVER",AK,BP01qe,99557,"61.2  -158.6"""
"""ANVIK",AK,AP92vp,99558,"62.63  -160.2"""
"""ARCTIC VILLAGE",AK,BP78fc,99722,"68.09  -145.57"""
"""ARCTIC VLG",AK,BP78fc,99722,"68.09  -145.57"""
"""BARROW",AK,BQ11og,99723,"71.28  -156.78"""
"""PRUDHOE BAY",AK,BQ50na,99734,"70.01  -148.88"""
"""BARROW",AK,BQ50na,99734,"70.01  -148.88"""
"""POINT LAY",AK,AP89or,99759,"69.73  -162.82"""
"""BARROW",AK,AP89or,99759,"69.73  -162.82"""
"""NUIQSUT",AK,BP39wt,99789,"69.83  -152.14"""
"""BARROW",AK,BP39wt,99789,"69.83  -152.14"""
"""ATQASUK",AK,BQ10hl,99791,"70.48  -157.39"""
"""BARROW",AK,BQ10hl,99791,"70.48  -157.39"""
"""BEAVER",AK,BP66oh,99724,"66.32  -146.77"""
"""BETHEL",AK,AP90cw,99559,"60.93  -161.8"""
"""ATMAUTLUAK",AK,AP90cw,99559,"60.93  -161.8"""
"""NAPASKIAK",AK,AP90cw,99559,"60.93  -161.8"""
"""NEWTOK",AK,AP90cw,99559,"60.93  -161.8"""
"""TOKSOOK BAY",AK,AP70km,99637,"60.54  -165.14"""
"""BETHEL",AK,AP70km,99637,"60.54  -165.14"""
"""TULUKSAK",AK,AP91tb,99679,"61.06  -160.36"""
"""BETHEL",AK,AP91tb,99679,"61.06  -160.36"""
"""TUNTUTULIAK",AK,AP80qj,99680,"60.41  -162.65"""
"""BETHEL",AK,AP80qj,99680,"60.41  -162.65"""
"""NIGHTMUTE",AK,AP70ol,99690,"60.49  -164.81"""
"""BETHEL",AK,AP70ol,99690,"60.49  -164.81"""
"""BETTLES FIELD",AK,BP37uf,99726,"67.24  -152.27"""
"""BETTLES",AK,BP37uf,99726,"67.24  -152.27"""
"""BREVIG MISSION",AK,AP65rk,99785,"65.44  -166.56"""
"""BREVIG MSN",AK,AP65rk,99785,"65.44  -166.56"""
"""BUCKLAND",AK,AP95kx,99727,"65.97  -161.13"""
"""CANTWELL",AK,BP53uh,99729,"63.33  -148.33"""
"""CENTRAL",AK,BP75jl,99730,"65.47  -145.19"""
"""CHEFORNAK",AK,AP70xd,99561,"60.15  -164.06"""
"""CHEVAK",AK,AP71hn,99563,"61.56  -165.38"""
"""CHICKEN",AK,BP83wu,99732,"63.86  -142.12"""
"""CHIGNIK LAKE",AK,BO06pf,99548,"56.23  -158.74"""
"""CHIGNIK",AK,BO06pf,99548,"56.23  -158.74"""
"""CHIGNIK",AK,BO06th,99564,"56.3  -158.36"""
"""CHIGNIK LAGOON",AK,BO06sh,99565,"56.3  -158.49"""
"""CHIGNIK LAGN",AK,BO06sh,99565,"56.3  -158.49"""
"""CHITINA",AK,BP81kk,99566,"61.45  -143.15"""
"""CHUGIAK",AK,BP51jj,99567,"61.41  -149.17"""
"""CIRCLE",AK,BP75vs,99733,"65.79  -144.2"""
"""CLAM GULCH",AK,BP40hf,99568,"60.21  -151.4"""
"""CLARKS POINT",AK,BO08rt,99569,"58.83  -158.53"""
"""ADAK",AK,AO11pv,99546,"51.9  -176.67"""
"""COLD BAY",AK,AO11pv,99546,"51.9  -176.67"""
"""COLD BAY",AK,AO95uw,99571,"55.92  -160.29"""
"""ADAK",AK,AO95uw,99571,"55.92  -160.29"""
"""NELSON LAGOON",AK,AO95uw,99571,"55.92  -160.29"""
"""COOPER LANDING",AK,BP50cl,99572,"60.49  -149.82"""
"""COOPER LNDG",AK,BP50cl,99572,"60.49  -149.82"""
"""COPPER CENTER",AK,BP71kq,99573,"61.68  -145.14"""
"""CORDOVA",AK,BP70es,99574,"60.79  -145.61"""
"""CHENEGA BAY",AK,BP70es,99574,"60.79  -145.61"""
"""TATITLEK",AK,BP60qv,99677,"60.88  -146.65"""
"""CORDOVA",AK,BP60qv,99677,"60.88  -146.65"""
"""CRAIG",AK,CO35ol,99921,"55.46  -132.83"""
"""CROOKED CREEK",AK,BP11au,99575,"61.86  -157.99"""
"""DEERING",AK,AP86pb,99736,"66.07  -162.73"""
"""FORT GREELY",AK,BP74da,99731,"64.04  -145.73"""
"""DELTA JCT",AK,BP74da,99731,"64.04  -145.73"""
"""DELTA JUNCTION",AK,BP74da,99731,"64.04  -145.73"""
"""DELTA JUNCTION",AK,BP73nq,99737,"63.7  -144.89"""
"""DELTA JCT",AK,BP73nq,99737,"63.7  -144.89"""
"""DOT LAKE",AK,BP73nq,99737,"63.7  -144.89"""
"""DILLINGHAM",AK,BO18bt,99576,"58.82  -157.86"""
"""KOLIGANEK",AK,BO18bt,99576,"58.82  -157.86"""
"""TWIN HILLS",AK,BO18bt,99576,"58.82  -157.86"""
"""EAGLE",AK,BP94jk,99738,"64.43  -141.22"""
"""EAGLE RIVER",AK,BP51jf,99577,"61.21  -149.25"""
"""EEK",AK,AP80we,99578,"60.19  -162.13"""
"""EGEGIK",AK,BO18oi,99579,"58.37  -156.8"""
"""EKWOK",AK,BO19gi,99580,"59.35  -157.48"""
"""ELFIN COVE",AK,CO18uc,99825,"58.1  -136.29"""
"""ELIM",AK,AP84tp,99739,"64.63  -162.34"""
"""EMMONAK",AK,AP82mq,99581,"62.69  -162.96"""
"""NUNAM IQUA",AK,AP72jc,99666,"62.09  -165.18"""
"""ESTER",AK,BP54xu,99725,"64.85  -148.02"""
"""FAIRBANKS",AK,BP64dt,99701,"64.81  -147.72"""
"""COLDFOOT",AK,BP64dt,99701,"64.81  -147.72"""
"""EIELSON AFB",AK,BP64lq,99702,"64.67  -147.04"""
"""FAIRBANKS",AK,BP64lq,99702,"64.67  -147.04"""
"""FORT WAINWRIGHT",AK,BP64et,99703,"64.81  -147.62"""
"""FT WAINWRIGHT",AK,BP64et,99703,"64.81  -147.62"""
"""NORTH POLE",AK,BP64is,99705,"64.77  -147.33"""
"""FAIRBANKS",AK,BP64is,99705,"64.77  -147.33"""
"""FAIRBANKS",AK,BP64bt,99706,"64.83  -147.88"""
"""FAIRBANKS",AK,BP64dt,99707,"64.83  -147.69"""
"""FAIRBANKS",AK,BP64bu,99708,"64.87  -147.89"""
"""FAIRBANKS",AK,BP54wv,99709,"64.9  -148.16"""
"""FAIRBANKS",AK,BP64fv,99710,"64.91  -147.56"""
"""STEESE",AK,BP64fv,99710,"64.91  -147.56"""
"""FAIRBANKS",AK,BP64ft,99711,"64.81  -147.57"""
"""BADGER",AK,BP64ft,99711,"64.81  -147.57"""
"""FAIRBANKS",AK,BP64qw,99712,"64.93  -146.61"""
"""SALCHA",AK,BP64qi,99714,"64.37  -146.59"""
"""FAIRBANKS",AK,BP64qi,99714,"64.37  -146.59"""
"""TWO RIVERS",AK,BP64nu,99716,"64.87  -146.87"""
"""FAIRBANKS",AK,BP64nu,99716,"64.87  -146.87"""
"""RAMPART",AK,BP45vj,99767,"65.4  -150.2"""
"""FAIRBANKS",AK,BP45vj,99767,"65.4  -150.2"""
"""FAIRBANKS",AK,BP64cu,99775,"64.86  -147.82"""
"""FAIRBANKS",AK,BP64em,99790,"64.51  -147.66"""
"""FALSE PASS",AK,AO84et,99583,"54.83  -163.65"""
"""MARSHALL",AK,AP81xu,99585,"61.87  -162.05"""
"""FORT YUKON",AK,BP76jn,99740,"66.56  -145.25"""
"""FT YUKON",AK,BP76jn,99740,"66.56  -145.25"""
"""CHALKYITSIK",AK,BP86cp,99788,"66.64  -143.78"""
"""FORT YUKON",AK,BP86cp,99788,"66.64  -143.78"""
"""GAKONA",AK,BP82hj,99586,"62.41  -143.41"""
"""MIERS LAKE",AK,BP82hj,99586,"62.41  -143.41"""
"""SLANA",AK,BP82hj,99586,"62.41  -143.41"""
"""GULKANA",AK,BP82hj,99586,"62.41  -143.41"""
"""GALENA",AK,BP14nr,99741,"64.74  -156.85"""
"""GAMBELL",AK,AP43ds,99742,"63.75  -171.69"""
"""GIRDWOOD",AK,BP50nv,99587,"60.9  -148.91"""
"""WHITTIER",AK,BP50ug,99693,"60.28  -148.3"""
"""GIRDWOOD",AK,BP50ug,99693,"60.28  -148.3"""
"""GLENNALLEN",AK,BP72fc,99588,"62.1  -145.53"""
"""GOODNEWS BAY",AK,AO99de,99589,"59.19  -161.71"""
"""GRAYLING",AK,AP92wv,99590,"62.89  -160.1"""
"""GUSTAVUS",AK,CO28ck,99826,"58.42  -135.78"""
"""HAINES",AK,CO29bd,99827,"59.16  -135.86"""
"""HEALY",AK,BP54ta,99743,"64.01  -148.35"""
"""DENALI NATIONAL PARK",AK,BP53op,99755,"63.64  -148.81"""
"""DENALI PARK",AK,BP53op,99755,"63.64  -148.81"""
"""HEALY",AK,BP53op,99755,"63.64  -148.81"""
"""HOLY CROSS",AK,BP02be,99602,"62.18  -159.84"""
"""HOMER",AK,BO49ij,99603,"59.4  -151.32"""
"""ENGLISH BAY",AK,BO49ij,99603,"59.4  -151.32"""
"""FRITZ CREEK",AK,BO49ij,99603,"59.4  -151.32"""
"""HALIBUT COVE",AK,BO49ij,99603,"59.4  -151.32"""
"""KACHEMAK",AK,BO49ij,99603,"59.4  -151.32"""
"""NANWALEK",AK,BO49ij,99603,"59.4  -151.32"""
"""PORT GRAHAM",AK,BO49ij,99603,"59.4  -151.32"""
"""HOONAH",AK,CO28gb,99829,"58.08  -135.43"""
"""HOOPER BAY",AK,AP71do,99604,"61.6  -165.74"""
"""HOPE",AK,BP50hu,99605,"60.84  -149.4"""
"""HUGHES",AK,BP26vb,99745,"66.05  -154.24"""
"""HUSLIA",AK,BP15tq,99746,"65.69  -156.35"""
"""HYDABURG",AK,CO35oe,99922,"55.2  -132.81"""
"""HYDER",AK,CO45xx,99923,"55.97  -130.04"""
"""ILIAMNA",AK,BO29tm,99606,"59.52  -154.4"""
"""KOKHANOK",AK,BO29tm,99606,"59.52  -154.4"""
"""KOKHONAK",AK,BO29tm,99606,"59.52  -154.4"""
"""PEDRO BAY",AK,BO29xu,99647,"59.86  -154.03"""
"""ILIAMNA",AK,BO29xu,99647,"59.86  -154.03"""
"""JUNEAU",AK,CO28on,99801,"58.58  -134.77"""
"""JUNEAU",AK,CO28sh,99802,"58.3  -134.42"""
"""JUNEAU",AK,CO28qi,99803,"58.37  -134.59"""
"""JUNEAU",AK,CO28wl,99811,"58.47  -134.15"""
"""JUNEAU",AK,CO28tg,99812,"58.28  -134.4"""
"""STATE OF ALASKA",AK,CO28tg,99812,"58.28  -134.4"""
"""AUKE BAY",AK,CO28sh,99821,"58.3  -134.42"""
"""JUNEAU",AK,CO28sh,99821,"58.3  -134.42"""
"""DOUGLAS",AK,CO28tf,99824,"58.23  -134.38"""
"""JUNEAU",AK,CO28tf,99824,"58.23  -134.38"""
"""JUNEAU",AK,CO28hk,99850,"58.43  -135.38"""
"""KAKE",AK,CO26vs,99830,"56.79  -134.19"""
"""KAKTOVIK",AK,BQ80ec,99747,"70.12  -143.66"""
"""KALSKAG",AK,AP91vo,99607,"61.61  -160.2"""
"""KALTAG",AK,BP03dt,99748,"63.81  -159.67"""
"""KARLUK",AK,BO27uo,99608,"57.6  -154.33"""
"""KASIGLUK",AK,AP80ru,99609,"60.87  -162.54"""
"""KASILOF",AK,BP40ig,99610,"60.28  -151.26"""
"""KENAI",AK,BP40np,99611,"60.66  -150.9"""
"""NIKISKI",AK,BP40np,99611,"60.66  -150.9"""
"""NIKISKI",AK,BP40pv,99635,"60.91  -150.7"""
"""KENAI",AK,BP40pv,99635,"60.91  -150.7"""
"""NIKISHKA",AK,BP40pv,99635,"60.91  -150.7"""
"""KETCHIKAN",AK,CO45fo,99901,"55.61  -131.58"""
"""EDNA BAY",AK,CO45fo,99901,"55.61  -131.58"""
"""KASAAN",AK,CO45fo,99901,"55.61  -131.58"""
"""NAUKATI BAY",AK,CO45fo,99901,"55.61  -131.58"""
"""SAXMAN",AK,CO45fo,99901,"55.61  -131.58"""
"""MEYERS CHUCK",AK,CO35vq,99903,"55.68  -132.19"""
"""KETCHIKAN",AK,CO35vq,99903,"55.68  -132.19"""
"""COFFMAN COVE",AK,CO35px,99918,"55.97  -132.74"""
"""KETCHIKAN",AK,CO35px,99918,"55.97  -132.74"""
"""THORNE BAY",AK,CO35tn,99919,"55.57  -132.39"""
"""KETCHIKAN",AK,CO35tn,99919,"55.57  -132.39"""
"""KETCHIKAN",AK,CO45ei,99950,"55.34  -131.64"""
"""EDNA BAY",AK,CO45ei,99950,"55.34  -131.64"""
"""KASAAN",AK,CO45ei,99950,"55.34  -131.64"""
"""KIANA",AK,AP96sx,99749,"66.97  -160.43"""
"""KING COVE",AK,AO85ub,99612,"55.08  -162.32"""
"""PORT HEIDEN",AK,BO07uc,99549,"57.09  -158.26"""
"""KING SALMON",AK,BO07uc,99549,"57.09  -158.26"""
"""KING SALMON",AK,BO18rs,99613,"58.75  -156.54"""
"""IGIUGIG",AK,BO18rs,99613,"58.75  -156.54"""
"""KIPNUK",AK,AO79xw,99614,"59.93  -164.06"""
"""KIVALINA",AK,AP77rr,99750,"67.73  -164.55"""
"""KLAWOCK",AK,CO35mm,99925,"55.54  -132.96"""
"""KOBUK",AK,BP16nw,99751,"66.93  -156.88"""
"""KODIAK",AK,BO37ts,99615,"57.79  -152.4"""
"""AKHIOK",AK,BO37ts,99615,"57.79  -152.4"""
"""CHINIAK",AK,BO37ts,99615,"57.79  -152.4"""
"""KODIAK",AK,BO37ts,99619,"57.79  -152.4"""
"""USCGS",AK,BO37ts,99619,"57.79  -152.4"""
"""KODIAK",AK,BO37gn,99697,"57.55  -153.43"""
"""KOTLIK",AK,AP82eu,99620,"62.84  -163.65"""
"""KOTZEBUE",AK,AP97jf,99752,"67.24  -161.19"""
"""KOYUK",AK,AP94kw,99753,"64.93  -161.14"""
"""KOYUKUK",AK,BP05qa,99754,"65.04  -158.66"""
"""KWETHLUK",AK,AP90gs,99621,"60.79  -161.42"""
"""KONGIGANAK",AK,AP90cs,99545,"60.78  -161.79"""
"""KWIGILLINGOK",AK,AP90cs,99545,"60.78  -161.79"""
"""KWIGILLINGOK",AK,AO89ju,99622,"59.87  -163.18"""
"""LAKE MINCHUMINA",AK,BP33vt,99757,"63.81  -152.25"""
"""LK MINCHUMINA",AK,BP33vt,99757,"63.81  -152.25"""
"""LARSEN BAY",AK,BO37al,99624,"57.48  -153.99"""
"""LEVELOCK",AK,BO18sw,99625,"58.95  -156.48"""
"""LOWER KALSKAG",AK,AP91tm,99626,"61.51  -160.36"""
"""MC GRATH",AK,BP22sm,99627,"62.51  -154.44"""
"""MCGRATH",AK,BP22sm,99627,"62.51  -154.44"""
"""TAKOTNA",AK,BP12xx,99675,"62.97  -156.08"""
"""MC GRATH",AK,BP12xx,99675,"62.97  -156.08"""
"""NIKOLAI",AK,BP32bu,99691,"62.87  -153.87"""
"""MC GRATH",AK,BP32bu,99691,"62.87  -153.87"""
"""MANLEY HOT SPRINGS",AK,BP44np,99756,"64.65  -150.9"""
"""MANLEY SPGS",AK,BP44np,99756,"64.65  -150.9"""
"""MANOKOTAK",AK,BO08mv,99628,"58.88  -158.93"""
"""MEKORYUK",AK,AP60sb,99630,"60.08  -166.48"""
"""METLAKATLA",AK,CO45gd,99926,"55.14  -131.49"""
"""MINTO",AK,BP55ec,99758,"65.09  -149.64"""
"""MOOSE PASS",AK,BP50gn,99631,"60.57  -149.45"""
"""MOUNTAIN VILLAGE",AK,AP82dc,99632,"62.09  -163.71"""
"""MOUNTAIN VLG",AK,AP82dc,99632,"62.09  -163.71"""
"""NAKNEK",AK,BO18pt,99633,"58.8  -156.73"""
"""NAPAKIAK",AK,AP80xq,99634,"60.67  -162.01"""
"""CLEAR",AK,BP54jg,99704,"64.28  -149.19"""
"""NENANA",AK,BP54jg,99704,"64.28  -149.19"""
"""ANDERSON",AK,BP54me,99744,"64.2  -148.97"""
"""NENANA",AK,BP54me,99744,"64.2  -148.97"""
"""NENANA",AK,BP54rl,99760,"64.47  -148.57"""
"""NEW STUYAHOK",AK,BO19il,99636,"59.47  -157.27"""
"""NIKOLSKI",AK,AO52ox,99638,"52.99  -168.82"""
"""NINILCHIK",AK,BP40gb,99639,"60.07  -151.42"""
"""NOATAK",AK,AP87mn,99761,"67.57  -163"""
"""NOME",AK,AP74qr,99762,"64.71  -164.62"""
"""DIOMEDE",AK,AP74qr,99762,"64.71  -164.62"""
"""GOLOVIN",AK,AP74qr,99762,"64.71  -164.62"""
"""LITTLE DIOMEDE",AK,AP74qr,99762,"64.71  -164.62"""
"""LTL DIOMEDE",AK,AP74qr,99762,"64.71  -164.62"""
"""NONDALTON",AK,BO29nx,99640,"59.96  -154.87"""
"""NOORVIK",AK,AP96lt,99763,"66.83  -161.03"""
"""NORTHWAY",AK,BP93da,99764,"63  -141.69"""
"""NULATO",AK,BP04wr,99765,"64.72  -158.11"""
"""NUNAPITCHUK",AK,AP80uv,99641,"60.88  -162.32"""
"""OLD HARBOR",AK,BO37if,99643,"57.21  -153.32"""
"""OUZINKIE",AK,BO37sw,99644,"57.93  -152.42"""
"""PALMER",AK,BP51so,99645,"61.6  -148.46"""
"""PELICAN",AK,CO17ww,99832,"57.95  -136.11"""
"""PERRYVILLE",AK,BO05iv,99648,"55.9  -159.27"""
"""PETERSBURG",AK,CO37qb,99833,"57.05  -132.62"""
"""KUPREANOF",AK,CO37qb,99833,"57.05  -132.62"""
"""PILOT POINT",AK,BO17kt,99649,"57.83  -157.13"""
"""PILOT STATION",AK,AP81nw,99650,"61.94  -162.88"""
"""PLATINUM",AK,AO98dx,99651,"58.96  -161.74"""
"""POINT BAKER",AK,CO36fh,99927,"56.3  -133.57"""
"""POINT HOPE",AK,AP68pi,99766,"68.34  -166.67"""
"""PORT ALSWORTH",AK,BP20vl,99653,"60.46  -154.19"""
"""PORT LIONS",AK,BO37lv,99550,"57.9  -153.04"""
"""QUINHAGAK",AK,AO99dt,99655,"59.81  -161.71"""
"""RED DEVIL",AK,BP11dp,99656,"61.66  -157.69"""
"""RUBY",AK,BP34bs,99768,"64.79  -153.87"""
"""RUSSIAN MISSION",AK,AP91gt,99657,"61.81  -161.44"""
"""RUSSIAN MSN",AK,AP91gt,99657,"61.81  -161.44"""
"""SAINT MARYS",AK,AP82ib,99658,"62.06  -163.29"""
"""ST MARYS",AK,AP82ib,99658,"62.06  -163.29"""
"""SAINT MICHAEL",AK,AP83wl,99659,"63.47  -162.11"""
"""ST MICHAEL",AK,AP83wl,99659,"63.47  -162.11"""
"""SAINT GEORGE ISLAND",AK,AO56en,99591,"56.57  -169.63"""
"""SAINT PAUL ISLAND",AK,AO56en,99591,"56.57  -169.63"""
"""ST GEORGE IS",AK,AO56en,99591,"56.57  -169.63"""
"""ST PAUL ISLE",AK,AO56en,99591,"56.57  -169.63"""
"""ST GEORGE",AK,AO56en,99591,"56.57  -169.63"""
"""SAINT PAUL ISLAND",AK,AO47ue,99660,"57.18  -170.26"""
"""SAINT PAUL",AK,AO47ue,99660,"57.18  -170.26"""
"""ST PAUL",AK,AO47ue,99660,"57.18  -170.26"""
"""ST PAUL ISLE",AK,AO47ue,99660,"57.18  -170.26"""
"""ST PAUL ISLAND",AK,AO47ue,99660,"57.18  -170.26"""
"""SAND POINT",AK,AO95qg,99661,"55.26  -160.66"""
"""SAVOONGA",AK,AP43sq,99769,"63.68  -170.49"""
"""SCAMMON BAY",AK,AP71gr,99662,"61.74  -165.47"""
"""SELAWIK",AK,AP96xo,99770,"66.59  -160.02"""
"""SELDOVIA",AK,BO49ej,99663,"59.39  -151.66"""
"""SEWARD",AK,BP50ib,99664,"60.05  -149.33"""
"""SHAGELUK",AK,BP02fp,99665,"62.64  -159.53"""
"""SHAKTOOLIK",AK,AP94ng,99771,"64.25  -160.91"""
"""SHISHMAREF",AK,AP76ba,99772,"66.02  -165.91"""
"""SHUNGNAK",AK,BP16kv,99773,"66.88  -157.15"""
"""SITKA",AK,CO26mr,99835,"56.73  -135"""
"""PORT ALEXANDER",AK,CO26qf,99836,"56.21  -134.66"""
"""PRT ALEXANDER",AK,CO26qf,99836,"56.21  -134.66"""
"""SITKA",AK,CO26qf,99836,"56.21  -134.66"""
"""SKAGWAY",AK,CO29hn,99840,"59.57  -135.35"""
"""SKWENTNA",AK,BP41dw,99667,"61.93  -151.73"""
"""SLEETMUTE",AK,BP11gh,99668,"61.31  -157.42"""
"""SOLDOTNA",AK,BP40oh,99669,"60.32  -150.79"""
"""SOUTH NAKNEK",AK,BO18mq,99670,"58.67  -156.98"""
"""S NAKNEK",AK,BO18mq,99670,"58.67  -156.98"""
"""STEBBINS",AK,AP83ul,99671,"63.47  -162.28"""
"""STERLING",AK,BP40om,99672,"60.54  -150.79"""
"""STEVENS VILLAGE",AK,BP56la,99774,"66.01  -149.07"""
"""STEVENS VLG",AK,BP56la,99774,"66.01  -149.07"""
"""SUTTON",AK,BP51uu,99674,"61.86  -148.29"""
"""CHICKALOON",AK,BP51uu,99674,"61.86  -148.29"""
"""TALKEETNA",AK,BP52ok,99676,"62.42  -148.76"""
"""TANANA",AK,BP35xe,99777,"65.18  -152.07"""
"""TELLER",AK,AP65tg,99778,"65.25  -166.36"""
"""TENAKEE SPRINGS",AK,CO27kt,99841,"57.83  -135.13"""
"""TENAKEE SPGS",AK,CO27kt,99841,"57.83  -135.13"""
"""TOGIAK",AK,AO99rf,99678,"59.21  -160.54"""
"""TANACROSS",AK,BP83hj,99776,"63.38  -143.39"""
"""TOK",AK,BP83hj,99776,"63.38  -143.39"""
"""TOK",AK,BP83jp,99780,"63.66  -143.19"""
"""MENTASTA LAKE",AK,BP83jp,99780,"63.66  -143.19"""
"""TUNUNAK",AK,AP70ko,99681,"60.6  -165.13"""
"""TYONEK",AK,BP41kb,99682,"61.08  -151.16"""
"""UNALAKLEET",AK,AP94tc,99684,"64.09  -160.36"""
"""ATKA",AK,AO22wf,99547,"52.23  -174.16"""
"""UNALASKA",AK,AO22wf,99547,"52.23  -174.16"""
"""UNALASKA",AK,AO63tv,99685,"53.9  -166.4"""
"""DUTCH HARBOR",AK,AO63rv,99692,"53.89  -166.53"""
"""UNALASKA",AK,AO63rv,99692,"53.89  -166.53"""
"""VALDEZ",AK,BP71ej,99686,"61.4  -145.66"""
"""VENETIE",AK,BP67ta,99781,"67  -146.37"""
"""WAINWRIGHT",AK,BQ00ap,99782,"70.63  -159.96"""
"""WALES",AK,AP55wo,99783,"65.61  -168.09"""
"""WARD COVE",AK,CO45ck,99928,"55.45  -131.79"""
"""WASILLA",AK,BP51fo,99623,"61.61  -149.58"""
"""BIG LAKE",AK,BP51fo,99623,"61.61  -149.58"""
"""HOUSTON",AK,BP51fo,99623,"61.61  -149.58"""
"""MEADOW LAKE",AK,BP51fo,99623,"61.61  -149.58"""
"""WASILLA",AK,BP51gn,99629,"61.58  -149.44"""
"""MEADOW LAKE",AK,BP51gn,99629,"61.58  -149.44"""
"""BIG LAKE",AK,BP41wl,99652,"61.46  -150.09"""
"""WASILLA",AK,BP41wl,99652,"61.46  -150.09"""
"""WASILLA",AK,BP51fm,99654,"61.52  -149.57"""
"""WASILLA",AK,BP41xi,99687,"61.36  -150.07"""
"""HOUSTON",AK,BP51dp,99694,"61.66  -149.68"""
"""WASILLA",AK,BP51dp,99694,"61.66  -149.68"""
"""WHITE MOUNTAIN",AK,AP84dp,99784,"64.64  -163.73"""
"""WHITE MTN",AK,AP84dp,99784,"64.64  -163.73"""
"""TRAPPER CREEK",AK,BP42lq,99683,"62.69  -151.07"""
"""WILLOW",AK,BP42lq,99683,"62.69  -151.07"""
"""WILLOW",AK,BP51dv,99688,"61.89  -149.73"""
"""WRANGELL",AK,CO45aw,99929,"55.95  -131.96"""
"""YAKUTAT",AK,CO09dm,99689,"59.51  -139.71"""
"""TOK",AK,BP83rd,99779,"63.13  -142.53"""
"""ABBEVILLE",AL,EM71jn,36310,"31.56  -85.25"""
"""LAWRENCEVILLE",AL,EM71jn,36310,"31.56  -85.25"""
"""ABERNANT",AL,EM63kg,35440,"33.26  -87.16"""
"""ADAMSVILLE",AL,EM63mo,35005,"33.59  -86.95"""
"""ADDISON",AL,EM64je,35540,"34.19  -87.17"""
"""ARLEY",AL,EM64je,35540,"34.19  -87.17"""
"""ADGER",AL,EM63jk,35006,"33.42  -87.19"""
"""NORTH JOHNS",AL,EM63jk,35006,"33.42  -87.19"""
"""AKRON",AL,EM62du,35441,"32.87  -87.73"""
"""STEWART",AL,EM62du,35441,"32.87  -87.73"""
